,0,1,2,3,4,5,6,7
118,Jocko DEFCOR Network,1070322219,2019-10-02,Jocko Podcast,podcast,"[{'genreId': '1321', 'name': 'Business', 'url': 'https://itunes.apple.com/us/genre/id1321'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1487', 'name': 'History', 'url': 'https://itunes.apple.com/us/genre/id1487'}]",https://podcasts.apple.com/us/podcast/jocko-podcast/id1070322219,Jeremy
119,True Crime Obsessed,1232009882,2019-10-01,True Crime Obsessed,podcast,"[{'genreId': '1488', 'name': 'True Crime', 'url': 'https://itunes.apple.com/us/genre/id1488'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1324', 'name': 'Society & Culture', 'url': 'https://itunes.apple.com/us/genre/id1324'}]",https://podcasts.apple.com/us/podcast/true-crime-obsessed/id1232009882,Jeremy
120,KUOW,1455418690,2019-09-10,The Wild,podcast,"[{'genreId': '1304', 'name': 'Education', 'url': 'https://itunes.apple.com/us/genre/id1304'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/the-wild/id1455418690,Jeremy
121,Rachel Hollis & Dave Hollis,1407481308,2019-10-03,RISE Together Podcast,podcast,"[{'genreId': '1410', 'name': 'Careers', 'url': 'https://itunes.apple.com/us/genre/id1410'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1321', 'name': 'Business', 'url': 'https://itunes.apple.com/us/genre/id1321'}]",https://podcasts.apple.com/us/podcast/rise-together-podcast/id1407481308,Jeremy
122,Barstool Sports,1441806992,2019-10-01,Schnitt Talk,podcast,"[{'genreId': '1324', 'name': 'Society & Culture', 'url': 'https://itunes.apple.com/us/genre/id1324'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/schnitt-talk/id1441806992,Jeremy
123,Skylark Media,1441348407,2019-09-30,American Hysteria,podcast,"[{'genreId': '1324', 'name': 'Society & Culture', 'url': 'https://itunes.apple.com/us/genre/id1324'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1487', 'name': 'History', 'url': 'https://itunes.apple.com/us/genre/id1487'}]",https://podcasts.apple.com/us/podcast/american-hysteria/id1441348407,Jeremy
124,Sam Harris,733163012,2019-10-02,Making Sense with Sam Harris,podcast,"[{'genreId': '1533', 'name': 'Science', 'url': 'https://itunes.apple.com/us/genre/id1533'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1324', 'name': 'Society & Culture', 'url': 'https://itunes.apple.com/us/genre/id1324'}]",https://podcasts.apple.com/us/podcast/making-sense-with-sam-harris/id733163012,Jeremy
125,"theSkimm, Inc.",1454021155,2019-10-02,Skimm This,podcast,"[{'genreId': '1526', 'name': 'Daily News', 'url': 'https://itunes.apple.com/us/genre/id1526'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1489', 'name': 'News', 'url': 'https://itunes.apple.com/us/genre/id1489'}]",https://podcasts.apple.com/us/podcast/skimm-this/id1454021155,Jeremy
126,Endeavor Audio,1447513097,2019-09-24,Blackout,podcast,"[{'genreId': '1484', 'name': 'Drama', 'url': 'https://itunes.apple.com/us/genre/id1484'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1483', 'name': 'Fiction', 'url': 'https://itunes.apple.com/us/genre/id1483'}, {'genreId': '1301', 'name': 'Arts', 'url': 'https://itunes.apple.com/us/genre/id1301'}]",https://podcasts.apple.com/us/podcast/blackout/id1447513097,Jeremy
127,FOX Sports Radio,1042368254,2019-10-03,The Herd with Colin Cowherd,podcast,"[{'genreId': '1545', 'name': 'Sports', 'url': 'https://itunes.apple.com/us/genre/id1545'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/the-herd-with-colin-cowherd/id1042368254,Jeremy
128,YMH Studios,503482646,2019-10-02,Your Mom's House with Christina P. and Tom Segura,podcast,"[{'genreId': '1303', 'name': 'Comedy', 'url': 'https://itunes.apple.com/us/genre/id1303'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/your-moms-house-with-christina-p-and-tom-segura/id503482646,Jeremy
129,Wondery,1313596069,2019-10-02,American History Tellers,podcast,"[{'genreId': '1487', 'name': 'History', 'url': 'https://itunes.apple.com/us/genre/id1487'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1305', 'name': 'Kids & Family', 'url': 'https://itunes.apple.com/us/genre/id1305'}, {'genreId': '1519', 'name': 'Education for Kids', 'url': 'https://itunes.apple.com/us/genre/id1519'}]",https://podcasts.apple.com/us/podcast/american-history-tellers/id1313596069,Jeremy
130,FOX Sports,1150088852,2019-10-02,Skip and Shannon: Undisputed,podcast,"[{'genreId': '1545', 'name': 'Sports', 'url': 'https://itunes.apple.com/us/genre/id1545'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1489', 'name': 'News', 'url': 'https://itunes.apple.com/us/genre/id1489'}, {'genreId': '1529', 'name': 'Sports News', 'url': 'https://itunes.apple.com/us/genre/id1529'}]",https://podcasts.apple.com/us/podcast/skip-and-shannon-undisputed/id1150088852,Jeremy
131,"Robinhood Financial, LLC",1386234384,2019-10-03,Snacks Daily,podcast,"[{'genreId': '1490', 'name': 'Business News', 'url': 'https://itunes.apple.com/us/genre/id1490'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1489', 'name': 'News', 'url': 'https://itunes.apple.com/us/genre/id1489'}, {'genreId': '1321', 'name': 'Business', 'url': 'https://itunes.apple.com/us/genre/id1321'}, {'genreId': '1412', 'name': 'Investing', 'url': 'https://itunes.apple.com/us/genre/id1412'}]",https://podcasts.apple.com/us/podcast/snacks-daily/id1386234384,Jeremy
132,Parcast Network,1205030005,2019-09-30,Serial Killers,podcast,"[{'genreId': '1488', 'name': 'True Crime', 'url': 'https://itunes.apple.com/us/genre/id1488'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1487', 'name': 'History', 'url': 'https://itunes.apple.com/us/genre/id1487'}]",https://podcasts.apple.com/us/podcast/serial-killers/id1205030005,Jeremy
133,The Australian,1385379989,2019-04-05,The Teacher's Pet,podcast,"[{'genreId': '1489', 'name': 'News', 'url': 'https://itunes.apple.com/us/genre/id1489'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1324', 'name': 'Society & Culture', 'url': 'https://itunes.apple.com/us/genre/id1324'}]",https://podcasts.apple.com/us/podcast/the-teachers-pet/id1385379989,Jeremy
134,Jenna Kutcher,1178704872,2019-10-02,The Goal Digger Podcast,podcast,"[{'genreId': '1492', 'name': 'Marketing', 'url': 'https://itunes.apple.com/us/genre/id1492'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1321', 'name': 'Business', 'url': 'https://itunes.apple.com/us/genre/id1321'}, {'genreId': '1410', 'name': 'Careers', 'url': 'https://itunes.apple.com/us/genre/id1410'}]",https://podcasts.apple.com/us/podcast/the-goal-digger-podcast/id1178704872,Jeremy
135,The Boston Globe | Wondery,1437935588,2019-09-16,Gladiator: Aaron Hernandez and Football Inc.,podcast,"[{'genreId': '1547', 'name': 'Football', 'url': 'https://itunes.apple.com/us/genre/id1547'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1545', 'name': 'Sports', 'url': 'https://itunes.apple.com/us/genre/id1545'}, {'genreId': '1488', 'name': 'True Crime', 'url': 'https://itunes.apple.com/us/genre/id1488'}]",https://podcasts.apple.com/us/podcast/gladiator-aaron-hernandez-and-football-inc/id1437935588,Jeremy
136,"ESPN, Stephen A. Smith, Max Kellerman, Molly Qerim",428989929,2019-10-02,First Take,podcast,"[{'genreId': '1545', 'name': 'Sports', 'url': 'https://itunes.apple.com/us/genre/id1545'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/first-take/id428989929,Jeremy
137,Wondery,1435516849,2019-10-02,American Scandal,podcast,"[{'genreId': '1487', 'name': 'History', 'url': 'https://itunes.apple.com/us/genre/id1487'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1324', 'name': 'Society & Culture', 'url': 'https://itunes.apple.com/us/genre/id1324'}, {'genreId': '1543', 'name': 'Documentary', 'url': 'https://itunes.apple.com/us/genre/id1543'}]",https://podcasts.apple.com/us/podcast/american-scandal/id1435516849,Jeremy
138,Exactly Right,1299915173,2019-09-03,This Podcast Will Kill You,podcast,"[{'genreId': '1541', 'name': 'Life Sciences', 'url': 'https://itunes.apple.com/us/genre/id1541'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1533', 'name': 'Science', 'url': 'https://itunes.apple.com/us/genre/id1533'}, {'genreId': '1512', 'name': 'Health & Fitness', 'url': 'https://itunes.apple.com/us/genre/id1512'}, {'genreId': '1518', 'name': 'Medicine', 'url': 'https://itunes.apple.com/us/genre/id1518'}]",https://podcasts.apple.com/us/podcast/this-podcast-will-kill-you/id1299915173,Jeremy
139,NPR,121493675,2019-10-03,NPR News Now,podcast,"[{'genreId': '1526', 'name': 'Daily News', 'url': 'https://itunes.apple.com/us/genre/id1526'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1489', 'name': 'News', 'url': 'https://itunes.apple.com/us/genre/id1489'}]",https://podcasts.apple.com/us/podcast/npr-news-now/id121493675,Jeremy
140,Mike Rowe,1087110764,2019-10-01,The Way I Heard It with Mike Rowe,podcast,"[{'genreId': '1324', 'name': 'Society & Culture', 'url': 'https://itunes.apple.com/us/genre/id1324'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1487', 'name': 'History', 'url': 'https://itunes.apple.com/us/genre/id1487'}]",https://podcasts.apple.com/us/podcast/the-way-i-heard-it-with-mike-rowe/id1087110764,Jeremy
141,Wondery,1081124929,2019-09-30,The Vanished Podcast,podcast,"[{'genreId': '1488', 'name': 'True Crime', 'url': 'https://itunes.apple.com/us/genre/id1488'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1489', 'name': 'News', 'url': 'https://itunes.apple.com/us/genre/id1489'}]",https://podcasts.apple.com/us/podcast/the-vanished-podcast/id1081124929,Jeremy
142,NPR,1451109634,2019-10-03,Throughline,podcast,"[{'genreId': '1487', 'name': 'History', 'url': 'https://itunes.apple.com/us/genre/id1487'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/throughline/id1451109634,Jeremy
143,Gimlet,1051557000,2019-09-27,Science Vs,podcast,"[{'genreId': '1533', 'name': 'Science', 'url': 'https://itunes.apple.com/us/genre/id1533'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1304', 'name': 'Education', 'url': 'https://itunes.apple.com/us/genre/id1304'}]",https://podcasts.apple.com/us/podcast/science-vs/id1051557000,Jeremy
144,Earwolf & Adam Conover,1463460577,2019-10-03,Factually! with Adam Conover,podcast,"[{'genreId': '1303', 'name': 'Comedy', 'url': 'https://itunes.apple.com/us/genre/id1303'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/factually-with-adam-conover/id1463460577,Jeremy
145,BBC World Service,1459657136,2019-07-19,13 Minutes to the Moon,podcast,"[{'genreId': '1318', 'name': 'Technology', 'url': 'https://itunes.apple.com/us/genre/id1318'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/13-minutes-to-the-moon/id1459657136,Jeremy
146,Alie Ward,1278815517,2019-10-02,Ologies with Alie Ward,podcast,"[{'genreId': '1533', 'name': 'Science', 'url': 'https://itunes.apple.com/us/genre/id1533'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1303', 'name': 'Comedy', 'url': 'https://itunes.apple.com/us/genre/id1303'}]",https://podcasts.apple.com/us/podcast/ologies-with-alie-ward/id1278815517,Jeremy
147,iHeartRadio & Glamour,1434603257,2019-09-17,Broken Harts,podcast,"[{'genreId': '1488', 'name': 'True Crime', 'url': 'https://itunes.apple.com/us/genre/id1488'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/broken-harts/id1434603257,Jeremy
148,Gimlet,1170959623,2019-10-01,Crimetown,podcast,"[{'genreId': '1489', 'name': 'News', 'url': 'https://itunes.apple.com/us/genre/id1489'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1511', 'name': 'Government', 'url': 'https://itunes.apple.com/us/genre/id1511'}]",https://podcasts.apple.com/us/podcast/crimetown/id1170959623,Jeremy
149,iHeartRadio,1449757372,2019-07-04,Sleepwalkers,podcast,"[{'genreId': '1318', 'name': 'Technology', 'url': 'https://itunes.apple.com/us/genre/id1318'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1489', 'name': 'News', 'url': 'https://itunes.apple.com/us/genre/id1489'}, {'genreId': '1528', 'name': 'Tech News', 'url': 'https://itunes.apple.com/us/genre/id1528'}]",https://podcasts.apple.com/us/podcast/sleepwalkers/id1449757372,Jeremy
150,iHeartRadio & Jake Brennan,1275172907,2019-10-01,DISGRACELAND,podcast,"[{'genreId': '1524', 'name': 'Music History', 'url': 'https://itunes.apple.com/us/genre/id1524'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1310', 'name': 'Music', 'url': 'https://itunes.apple.com/us/genre/id1310'}]",https://podcasts.apple.com/us/podcast/disgraceland/id1275172907,Jeremy
151,"ESPN, Scott Van Pelt, Ryen Russillo",1465969075,2019-08-14,SVP & Russillo,podcast,"[{'genreId': '1545', 'name': 'Sports', 'url': 'https://itunes.apple.com/us/genre/id1545'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/svp-russillo/id1465969075,Jeremy
152,Misfits,1399485424,2019-10-01,The Misfits Podcast,podcast,"[{'genreId': '1303', 'name': 'Comedy', 'url': 'https://itunes.apple.com/us/genre/id1303'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/the-misfits-podcast/id1399485424,Jeremy
153,Starburns Audio,1333316223,2019-10-02,Small Doses with Amanda Seales,podcast,"[{'genreId': '1303', 'name': 'Comedy', 'url': 'https://itunes.apple.com/us/genre/id1303'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/small-doses-with-amanda-seales/id1333316223,Jeremy
154,TRUE CRIME GARAGE,1062418176,2019-10-02,True Crime Garage,podcast,"[{'genreId': '1488', 'name': 'True Crime', 'url': 'https://itunes.apple.com/us/genre/id1488'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1489', 'name': 'News', 'url': 'https://itunes.apple.com/us/genre/id1489'}]",https://podcasts.apple.com/us/podcast/true-crime-garage/id1062418176,Jeremy
155,Crimetown Presents,1391405921,2019-08-15,The Ballad of Billy Balls / The RFK Tapes,podcast,"[{'genreId': '1487', 'name': 'History', 'url': 'https://itunes.apple.com/us/genre/id1487'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/the-ballad-of-billy-balls-the-rfk-tapes/id1391405921,Jeremy
156,Jenna & Julien Podcast,909705390,2019-09-30,Jenna & Julien Podcast,podcast,"[{'genreId': '1303', 'name': 'Comedy', 'url': 'https://itunes.apple.com/us/genre/id1303'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/jenna-julien-podcast/id909705390,Harini
157,Neil deGrasse Tyson,325404506,2019-09-27,StarTalk Radio,podcast,"[{'genreId': '1533', 'name': 'Science', 'url': 'https://itunes.apple.com/us/genre/id1533'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/startalk-radio/id325404506,Harini
158,Loud Speakers Network,619369512,2019-10-01,The Read,podcast,"[{'genreId': '1303', 'name': 'Comedy', 'url': 'https://itunes.apple.com/us/genre/id1303'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/the-read/id619369512,Harini
159,BBC World Service,135067274,2019-10-03,Global News Podcast,podcast,"[{'genreId': '1489', 'name': 'News', 'url': 'https://itunes.apple.com/us/genre/id1489'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/global-news-podcast/id135067274,Harini
160,Barstool Sports,1412142989,2019-10-03,Chicks in the Office,podcast,"[{'genreId': '1324', 'name': 'Society & Culture', 'url': 'https://itunes.apple.com/us/genre/id1324'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/chicks-in-the-office/id1412142989,Harini
161,Logan Paul,1442164847,2019-10-02,Impaulsive with Logan Paul,podcast,"[{'genreId': '1303', 'name': 'Comedy', 'url': 'https://itunes.apple.com/us/genre/id1303'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1324', 'name': 'Society & Culture', 'url': 'https://itunes.apple.com/us/genre/id1324'}]",https://podcasts.apple.com/us/podcast/impaulsive-with-logan-paul/id1442164847,Harini
162,PragerU,1454587745,2019-09-29,The Candace Owens Show,podcast,"[{'genreId': '1304', 'name': 'Education', 'url': 'https://itunes.apple.com/us/genre/id1304'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/the-candace-owens-show/id1454587745,Harini
163,REI Co-op,1463624066,2019-09-27,Wildfire,podcast,"[{'genreId': '1559', 'name': 'Wilderness', 'url': 'https://itunes.apple.com/us/genre/id1559'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1545', 'name': 'Sports', 'url': 'https://itunes.apple.com/us/genre/id1545'}, {'genreId': '1533', 'name': 'Science', 'url': 'https://itunes.apple.com/us/genre/id1533'}, {'genreId': '1534', 'name': 'Natural Sciences', 'url': 'https://itunes.apple.com/us/genre/id1534'}]",https://podcasts.apple.com/us/podcast/wildfire/id1463624066,Harini
164,American Public Media,1126119288,2019-10-01,"Terrible, Thanks For Asking",podcast,"[{'genreId': '1324', 'name': 'Society & Culture', 'url': 'https://itunes.apple.com/us/genre/id1324'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/terrible-thanks-for-asking/id1126119288,Harini
165,WAD Productions | Wondery,1435335444,2019-10-03,Ellen on the Go,podcast,"[{'genreId': '1309', 'name': 'TV & Film', 'url': 'https://itunes.apple.com/us/genre/id1309'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1489', 'name': 'News', 'url': 'https://itunes.apple.com/us/genre/id1489'}, {'genreId': '1531', 'name': 'Entertainment News', 'url': 'https://itunes.apple.com/us/genre/id1531'}]",https://podcasts.apple.com/us/podcast/ellen-on-the-go/id1435335444,Harini
166,TED,1346314086,2019-05-20,WorkLife with Adam Grant,podcast,"[{'genreId': '1491', 'name': 'Management', 'url': 'https://itunes.apple.com/us/genre/id1491'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1321', 'name': 'Business', 'url': 'https://itunes.apple.com/us/genre/id1321'}]",https://podcasts.apple.com/us/podcast/worklife-with-adam-grant/id1346314086,Harini
167,Marc Maron,329875043,2019-10-03,WTF with Marc Maron Podcast,podcast,"[{'genreId': '1303', 'name': 'Comedy', 'url': 'https://itunes.apple.com/us/genre/id1303'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1301', 'name': 'Arts', 'url': 'https://itunes.apple.com/us/genre/id1301'}, {'genreId': '1405', 'name': 'Performing Arts', 'url': 'https://itunes.apple.com/us/genre/id1405'}]",https://podcasts.apple.com/us/podcast/wtf-with-marc-maron-podcast/id329875043,Harini
168,Brendan Schaub & Theo Von,1447672084,2019-10-03,King and the Sting,podcast,"[{'genreId': '1303', 'name': 'Comedy', 'url': 'https://itunes.apple.com/us/genre/id1303'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/king-and-the-sting/id1447672084,Harini
169,CBC Podcasts,1364665348,2019-09-24,Uncover,podcast,"[{'genreId': '1488', 'name': 'True Crime', 'url': 'https://itunes.apple.com/us/genre/id1488'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/uncover/id1364665348,Harini
170,Westwood One / Dan Bongino,965293227,2019-10-03,The Dan Bongino Show,podcast,"[{'genreId': '1530', 'name': 'News Commentary', 'url': 'https://itunes.apple.com/us/genre/id1530'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1489', 'name': 'News', 'url': 'https://itunes.apple.com/us/genre/id1489'}]",https://podcasts.apple.com/us/podcast/the-dan-bongino-show/id965293227,Harini
171,ABC News,1087147821,2019-10-02,Ten Percent Happier with Dan Harris,podcast,"[{'genreId': '1517', 'name': 'Mental Health', 'url': 'https://itunes.apple.com/us/genre/id1517'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1512', 'name': 'Health & Fitness', 'url': 'https://itunes.apple.com/us/genre/id1512'}]",https://podcasts.apple.com/us/podcast/ten-percent-happier-with-dan-harris/id1087147821,Harini
172,Gimlet,941907967,2019-09-26,Reply All,podcast,"[{'genreId': '1318', 'name': 'Technology', 'url': 'https://itunes.apple.com/us/genre/id1318'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1301', 'name': 'Arts', 'url': 'https://itunes.apple.com/us/genre/id1301'}]",https://podcasts.apple.com/us/podcast/reply-all/id941907967,Harini
173,"Brendan Schaub, Bryan Callen",706421907,2019-10-02,The Fighter & The Kid,podcast,"[{'genreId': '1545', 'name': 'Sports', 'url': 'https://itunes.apple.com/us/genre/id1545'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1324', 'name': 'Society & Culture', 'url': 'https://itunes.apple.com/us/genre/id1324'}]",https://podcasts.apple.com/us/podcast/the-fighter-the-kid/id706421907,Harini
174,Gretchen Rubin / The Onward Project,969519520,2019-10-02,Happier with Gretchen Rubin,podcast,"[{'genreId': '1500', 'name': 'Self-Improvement', 'url': 'https://itunes.apple.com/us/genre/id1500'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1304', 'name': 'Education', 'url': 'https://itunes.apple.com/us/genre/id1304'}]",https://podcasts.apple.com/us/podcast/happier-with-gretchen-rubin/id969519520,Harini
175,Ramble,1439655378,2019-10-02,Pretty Basic with Alisha Marie and Remi Cruz,podcast,"[{'genreId': '1302', 'name': 'Personal Journals', 'url': 'https://itunes.apple.com/us/genre/id1302'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1324', 'name': 'Society & Culture', 'url': 'https://itunes.apple.com/us/genre/id1324'}, {'genreId': '1544', 'name': 'Relationships', 'url': 'https://itunes.apple.com/us/genre/id1544'}]",https://podcasts.apple.com/us/podcast/pretty-basic-with-alisha-marie-and-remi-cruz/id1439655378,Harini
176,Melissa Urban,1460152081,2019-10-01,"Do The Thing, with Whole30's Melissa Urban",podcast,"[{'genreId': '1512', 'name': 'Health & Fitness', 'url': 'https://itunes.apple.com/us/genre/id1512'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/do-the-thing-with-whole30s-melissa-urban/id1460152081,Harini
177,Mandi Woodruff and Tiffany Aliche,1039708229,2019-10-02,Brown Ambition,podcast,"[{'genreId': '1410', 'name': 'Careers', 'url': 'https://itunes.apple.com/us/genre/id1410'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1321', 'name': 'Business', 'url': 'https://itunes.apple.com/us/genre/id1321'}, {'genreId': '1412', 'name': 'Investing', 'url': 'https://itunes.apple.com/us/genre/id1412'}]",https://podcasts.apple.com/us/podcast/brown-ambition/id1039708229,Harini
178,iHeartRadio,1449636432,2019-09-27,Hit Man,podcast,"[{'genreId': '1488', 'name': 'True Crime', 'url': 'https://itunes.apple.com/us/genre/id1488'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/hit-man/id1449636432,Harini
179,GLASS | Wondery,1467123067,2019-08-28,Confronting: O.J. Simpson with Kim Goldman,podcast,"[{'genreId': '1488', 'name': 'True Crime', 'url': 'https://itunes.apple.com/us/genre/id1488'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1324', 'name': 'Society & Culture', 'url': 'https://itunes.apple.com/us/genre/id1324'}, {'genreId': '1543', 'name': 'Documentary', 'url': 'https://itunes.apple.com/us/genre/id1543'}]",https://podcasts.apple.com/us/podcast/confronting-o-j-simpson-with-kim-goldman/id1467123067,Harini
